file,window_idx,mean_ax_m/s/s,mean_ay_m/s/s,mean_az_m/s/s,mean_gx_deg/s,mean_gy_deg/s,mean_gz_deg/s,std_ax_m/s/s,std_ay_m/s/s,std_az_m/s/s,std_gx_deg/s,std_gy_deg/s,std_gz_deg/s,sma,dominant_freq_ax_m/s/s,dominant_freq_ay_m/s/s,dominant_freq_az_m/s/s,dominant_freq_gx_deg/s,dominant_freq_gy_deg/s,dominant_freq_gz_deg/s,activity
B103_1585,2,1.9596867518389665,-9.255166706911012,3.5207050645062616,-0.23327616131378334,-0.0431106354514915,0.32079617767984564,0.3074340727202625,0.6429320800970839,0.24517989143674576,0.10710521638226653,0.3366522418995696,0.19094719784130154,14.735558523256241,2.0000000000000426,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B111_1585,0,2.7655340457601643,-9.191175307525253,3.0450602525379704,0.08936481173818586,-0.3566571864742513,0.19597260698364458,0.12074890133072674,0.10735377856929729,0.18568633616064115,0.1030032689202652,0.282731778863925,0.1189197501507882,15.001769605823387,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B111_1585,1,2.641666355468765,-9.079251650570136,3.281589115381984,0.18951583800017818,-0.7522813704800471,0.3436545031184204,0.4221554568432127,0.44419438205481865,0.47244401498716326,0.183267894051521,0.4649204123268484,0.08106249260935092,15.002507121420884,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B111_1585,2,2.4913889100033493,-8.995774366219923,4.273430564045003,-0.21369535119594477,-0.16941123349221368,0.32916549782109333,0.6122514860647561,0.963070102842485,1.0019382424214591,0.48411097707600637,0.9259860887328677,0.08798228036846456,15.760593840268275,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B113_1585,0,1.748999124329173,-9.253735613481917,3.7051348207363657,0.08980517285218916,-0.3779099541496362,0.23508643538777194,0.15856457095287013,0.20197554170753346,0.30453326633784333,0.09202961168013721,0.32602429850890596,0.17063222037005243,14.707869558547456,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B113_1585,1,1.6116253921900503,-9.105128657201194,3.9945161879023527,0.19279073160968888,-0.8337084873807883,0.4091747648066105,0.4668939194708244,0.3284110794820148,0.1827868929991512,0.15950151857194805,0.47545329542103903,0.09626780638727382,14.711270237293597,4.000000000000085,4.000000000000085,4.000000000000085,2.0000000000000426,4.000000000000085,2.0000000000000426,walk
B113_1585,2,1.385225415508478,-8.741290940317718,4.647810985426469,-0.15430743570816205,-0.3020041461647787,0.29738702217587093,0.5783796666573394,0.8963247816350014,0.7087100991599654,0.4276507334349998,0.8481902390233921,0.15941617390688534,14.774327341252665,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C001_1585,0,0.8696879447780558,9.311834911258067,1.6547004950798294,0.011893984406764513,-0.03506466793741434,-0.034468051356642444,0.09952155966041573,0.19130734594295415,0.04097981239404229,0.02137224939861833,0.035953469363323234,0.02568040039201841,11.836223351115953,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C001_1585,1,0.7994468915995568,9.369491784113672,2.002822055889459,0.017833136367781735,-0.11369014577423686,-0.06654624222926951,0.23674943084848285,0.4277179400371188,0.4733216600559221,0.03679653538687839,0.12809333783211013,0.054238864162302176,12.17176073160269,2.0000000000000426,4.000000000000085,2.0000000000000426,4.000000000000085,4.000000000000085,4.000000000000085,walk
C001_1585,2,0.7792114357211807,9.26835906142283,2.435472661171097,-0.018402255741807892,-0.293111263364691,-0.08550793229202235,0.2555946358530458,0.4762343146267777,0.3178069062335913,0.05973730242879646,0.18444553757524954,0.058218054527408046,12.483043158315105,4.000000000000085,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,4.000000000000085,walk
